ID,title,date,deleted,price,restore-link,delete
31920182,"Alquiler Amoblado en Punta Pacífica | PH Dupont Tower – $2,350",Publicado el 27/01/2026,Punta Pacífica,"B/. 2,350",https://www.encuentra24.com/account/admodify/reactivate/id/31920182/back/delete,True
31921049,"Alquiler Punta Pacífica | PH Grand Tower Amoblado – $2,600",Publicado el 27/01/2026,Punta Pacífica,"B/. 2,600",https://www.encuentra24.com/account/admodify/reactivate/id/31921049/back/delete,True
31921062,"Alquiler $2,100 | PH Arcadia | 76 m² Amoblado | Vista Directa al Parque",Publicado el 27/01/2026,Costa del Este,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31921062/back/delete,True
31921180,"Alquiler $3,500 | Aquamare Punta Pacífica | 356m² 3R Family Room",Publicado el 27/01/2026,Punta Pacífica,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31921180/back/delete,True
31921191,"Alquiler $3,500 | Mirador del Este Costa del Este | 200m² 3R Amoblado",Publicado el 27/01/2026,Costa del Este,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31921191/back/delete,True
31921274,"Alquiler $7,000 | Residencia de Lujo 611 m² | Paseo del Parque CDE | Terreno 1,042 m²",Publicado el 27/01/2026,Costa del Este,"B/. 7,000",https://www.encuentra24.com/account/admodify/reactivate/id/31921274/back/delete,True
31914904,"Alquiler $2,000 No Neg. | PH Oceanaire Pta Pacífica | 175 m² | Vista Total al Mar",Publicado el 26/01/2026,Punta Pacífica,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31914904/back/delete,True
31915129,Alquiler,Publicado el 26/01/2026,Costa del Este,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31915129/back/delete,True
31914970,"Alquiler Costa del Este | PH Aria Vista al Mar – $6,000",Publicado el 26/01/2026,Costa del Este,"B/. 6,000",https://www.encuentra24.com/account/admodify/reactivate/id/31914970/back/delete,True
31914926,"Alquiler Costa del Este | PH Riverside Línea Blanca  – $1,700 No Neg.",Publicado el 26/01/2026,Costa del Este,"B/. 1,700",https://www.encuentra24.com/account/admodify/reactivate/id/31914926/back/delete,True
31914897,"Alquiler Apto Semi Amoblado en PH Sunrise | Obarrio – $1,550",Publicado el 26/01/2026,Obarrio,"B/. 1,550",https://www.encuentra24.com/account/admodify/reactivate/id/31914897/back/delete,True
31914932,Alquiler,Publicado el 26/01/2026,Coco del Mar,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31914932/back/delete,True
31915110,"Alquiler PH Vertikal | Costa del Este | 170m² | 4 Rec | $3,000",Publicado el 26/01/2026,Costa del Este,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31915110/back/delete,True
31915005,"Alquiler $3,200 | PH Victory Sport Coco del Mar | 150 m² | 3 Rec. + Estudio | Full Equipado",Publicado el 26/01/2026,Coco del Mar,"B/. 3,200",https://www.encuentra24.com/account/admodify/reactivate/id/31915005/back/delete,True
31914994,"¡CLUB PRIVADO EN CASA! PH Country Club CDE $3,000 | 205M² VISTA AL MAR",Publicado el 26/01/2026,Costa del Este,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31914994/back/delete,True
31914983,"Alquiler San Francisco | PH The View 3 Rec + Den – $2,000",Publicado el 26/01/2026,San Francisco,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31914983/back/delete,True
31914978,"Alquiler Amoblado Costa del Este | PH MAUI Remodelado 3 Rec – $2,700",Publicado el 26/01/2026,Costa del Este,"B/. 2,700",https://www.encuentra24.com/account/admodify/reactivate/id/31914978/back/delete,True
31914963,"Alquiler El Cangrejo | PH Vitro Loft Amoblado – Vista a la Ciudad $1,400",Publicado el 26/01/2026,El Cangrejo,"B/. 1,400",https://www.encuentra24.com/account/admodify/reactivate/id/31914963/back/delete,True
31914951,"Alquiler Amoblado Vitro Loft – El Cangrejo | 100m² | 1 rec | $1,150",Publicado el 26/01/2026,El Cangrejo,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31914951/back/delete,True
31914870,"PH Oceanaire $1,600 | Amueblado | Piso Súper Alto | Cliente Directo Sin Intermediarios",Publicado el 26/01/2026,Punta Pacífica,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31914870/back/delete,True
31521541,"ALQUILER $1,050 ULTIMO PRECIO! | 80 m² 1R | Balcón | San Francisco",Publicado el 24/10/2025,San Francisco,"B/. 1,050",https://www.encuentra24.com/account/admodify/reactivate/id/31521541/back/delete,True
31521718,Piso Alto San Francisco Bay | Full Amoblado | Vista ESPECTACULAR,Publicado el 24/10/2025,San Francisco,"B/. 1,100",https://www.encuentra24.com/account/admodify/reactivate/id/31521718/back/delete,True
31521806,"Alquiler – Casa en Costa Esmeralda | Costa Sur | $3,000",Publicado el 24/10/2025,Costa Sur,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31521806/back/delete,True
31521738,"Alquiler PH Pacific Sky – Punta Pacífica | 2 rec + CBE | Piso Alto | $1,150",Publicado el 24/10/2025,Punta Pacífica,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31521738/back/delete,True
31521493,Piso Alto San Francisco Bay | Full Amoblado | Vista ESPECTACULAR,Publicado el 24/10/2025,San Francisco,"B/. 1,100",https://www.encuentra24.com/account/admodify/reactivate/id/31521493/back/delete,True
31521799,"Apto Amoblado en Mandarin Bay – San Francisco $1,600",Publicado el 24/10/2025,San Francisco,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31521799/back/delete,True
31521785,"Alquiler – Apto Amoblado en PH Riverside | Costa del Este | $1,900",Publicado el 24/10/2025,Costa del Este,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31521785/back/delete,True
31521773,"Alquiler Amoblado – PH Costa View | Costa del Este | 3 rec | $1,800",Publicado el 24/10/2025,Costa del Este,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31521773/back/delete,True
31521728,Punta Pacífica: Alquiler Oasis on the Bay | Amoblado Vista al Mar $1150,Publicado el 24/10/2025,Punta Pacífica,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31521728/back/delete,True
31521501,Punta Pacífica: Alquiler Oasis on the Bay | Amoblado Vista al Mar $1150,Publicado el 24/10/2025,Punta Pacífica,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31521501/back/delete,True
31521813,"ALQUILER $1,600 | Amplio 180 m² | 2 Rec + CBE | PH Mediterrané Paitilla",Publicado el 24/10/2025,Punta Paitilla,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31521813/back/delete,True
31521506,"Alquiler PH Pacific Sky – Punta Pacífica | 2 rec + CBE | Piso Alto | $1,150",Publicado el 24/10/2025,Punta Pacífica,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31521506/back/delete,True
31521519,"Alquiler PH Pacific Sky – Punta Pacífica | 2 rec + CBE | Piso Alto | $1,100",Publicado el 24/10/2025,Punta Pacífica,"B/. 1,100",https://www.encuentra24.com/account/admodify/reactivate/id/31521519/back/delete,True
31521549,Alquiler – Apto Línea Blanca en PH Red Point | San Francisco | $950,Publicado el 24/10/2025,San Francisco,B/. 950,https://www.encuentra24.com/account/admodify/reactivate/id/31521549/back/delete,True
31521565,"ALQUILER $2,900 NO NEG. | PH Prestige 190 m² | 3R, Den, CBE | Remodelado",Publicado el 24/10/2025,Bella Vista,"B/. 2,900",https://www.encuentra24.com/account/admodify/reactivate/id/31521565/back/delete,True
31521648,"GANGA! Alquiler PH Dupont – Pta Pacífica | Piso Bajo | Sin Linea Blanca | $1,100",Publicado el 24/10/2025,Punta Pacífica,"B/. 1,100",https://www.encuentra24.com/account/admodify/reactivate/id/31521648/back/delete,True
31909927,Alquiler,Publicado el 24/01/2026,Bella Vista,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31909927/back/delete,True
31909849,"Alquiler San Francisco | PH Waterfalls 2 Rec Amoblado – $1,800",Publicado el 24/01/2026,San Francisco,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31909849/back/delete,True
31909861,Alquiler,Publicado el 24/01/2026,Avenida Balboa,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31909861/back/delete,True
31909869,"Alquiler $1,350 | PH Quadrat San Francisco | 100 m² | 1 Recámara | Full Amoblado",Publicado el 24/01/2026,San Francisco,"B/. 1,350",https://www.encuentra24.com/account/admodify/reactivate/id/31909869/back/delete,True
31909873,"Alquiler Amoblado Av Balboa | PH Villa del Mar 2 Rec – $1,450",Publicado el 24/01/2026,Avenida Balboa,"B/. 1,450",https://www.encuentra24.com/account/admodify/reactivate/id/31909873/back/delete,True
31909882,Alquiler,Publicado el 24/01/2026,Punta Pacífica,"B/. 1,450",https://www.encuentra24.com/account/admodify/reactivate/id/31909882/back/delete,True
31909890,"Alquiler Apto Amoblado en PH Nuovo by Armani/Casa | $2,100",Publicado el 24/01/2026,Bella Vista,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31909890/back/delete,True
31909895,"Alquiler $2,500 | Ocean House Santa María | 90 m² Full Amoblado | Lujo Estilo Resort",Publicado el 24/01/2026,Santa María,"B/. 2,500",https://www.encuentra24.com/account/admodify/reactivate/id/31909895/back/delete,True
31909903,Alquiler,Publicado el 24/01/2026,Coco del Mar,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31909903/back/delete,True
31909918,"PH Victory Sport Vista al Mar Amoblado –Lifestyle Deportivo en Coco del Mar  $2,100",Publicado el 24/01/2026,Coco del Mar,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31909918/back/delete,True
31909854,"Alquiler $1,650 | PH Grandbay Avenida Balboa | 102 m² | 2 Rec. | Amueblado con Vista al Mar",Publicado el 24/01/2026,Avenida Balboa,"B/. 1,650",https://www.encuentra24.com/account/admodify/reactivate/id/31909854/back/delete,True
31909877,Alquiler,Publicado el 24/01/2026,San Francisco,"B/. 1,700",https://www.encuentra24.com/account/admodify/reactivate/id/31909877/back/delete,True
31909909,Alquiler,Publicado el 24/01/2026,Bella Vista,"B/. 2,450",https://www.encuentra24.com/account/admodify/reactivate/id/31909909/back/delete,True
31781706,"Alquiler Semi Amoblado $1,300 | PH Loft Four 41 | Piso Alto con Gran Vista",Publicado el 23/12/2025,Punta Pacífica,"B/. 1,300",https://www.encuentra24.com/account/admodify/reactivate/id/31781706/back/delete,True
31516416,"ALQUILER $3,000 | Casa Doral Costa Sur | 4 Rec + Den + Jardín | L. Blanca",Publicado el 23/10/2025,Costa Sur,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31516416/back/delete,True
31516381,"Alquiler $2,500 | Tao Tower San Francisco | 200m² 3R Amoblado",Publicado el 23/10/2025,San Francisco,"B/. 2,500",https://www.encuentra24.com/account/admodify/reactivate/id/31516381/back/delete,True
31516401,"FULL AMOBLADO 215M² 3R+DEN — GREENVIEW SANTA MARÍA $3,500",Publicado el 23/10/2025,Santa María,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31516401/back/delete,True
31516406,"ALQUILER 265M² PISO ALTO 3R | PH MARABIERTO AV. BALBOA $3,000",Publicado el 23/10/2025,Avenida Balboa,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31516406/back/delete,True
31516440,"¡Oportunidad de Alquiler! Apto Amoblado 94 m² PH San Francisco Bay ($1,000)",Publicado el 23/10/2025,San Francisco,"B/. 1,000",https://www.encuentra24.com/account/admodify/reactivate/id/31516440/back/delete,True
31516459,"Alquiler VICTORY SPORT: 88m² | Amenidades TOP $1,800",Publicado el 23/10/2025,Coco del Mar,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31516459/back/delete,True
31516424,"Alquiler PH Oceanaire – Punta Pacífica | 1 rec | Aires Split Inverter | $1,400",Publicado el 23/10/2025,Punta Pacífica,"B/. 1,400",https://www.encuentra24.com/account/admodify/reactivate/id/31516424/back/delete,True
31516391,"Alquiler $1,650 | Oceanaire Punta Pacífica | 116m² Vista al Mar",Publicado el 23/10/2025,Punta Pacífica,"B/. 1,650",https://www.encuentra24.com/account/admodify/reactivate/id/31516391/back/delete,True
31905165,"Alquiler Punta Pacífica | Q Tower Piso Alto Vista Excepcional – $3,500",Publicado el 23/01/2026,Punta Pacífica,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31905165/back/delete,True
31905175,"Alquiler Costa del Este | PH Park Lane Piso Alto Lado A – $3,500",Publicado el 23/01/2026,Costa del Este,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31905175/back/delete,True
31905193,"Alquiler Ocean Reef | Beach Club Residences 2 Rec Frente al Mar – $5,500",Publicado el 23/01/2026,Punta Pacífica,"B/. 5,500",https://www.encuentra24.com/account/admodify/reactivate/id/31905193/back/delete,True
31905234,"Alquiler Coco del Mar | Bahía del Golf, 2 Rec + Balcón – $1,350",Publicado el 23/01/2026,Coco del Mar,"B/. 1,350",https://www.encuentra24.com/account/admodify/reactivate/id/31905234/back/delete,True
31905251,"Alquiler Obarrio | PH Denovo 1 Rec Amoblado – $1,150",Publicado el 23/01/2026,Obarrio,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31905251/back/delete,True
31905218,"Alquiler Amoblado San Francisco | PH Quadrat Terraza 2 Rec – $1,850",Publicado el 23/01/2026,San Francisco,"B/. 1,850",https://www.encuentra24.com/account/admodify/reactivate/id/31905218/back/delete,True
31905246,Alquiler,Publicado el 23/01/2026,Avenida Balboa,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31905246/back/delete,True
31905226,"Alquiler Amoblado Bella Vista | PH Seawaves Terraza Amplia – $1,300",Publicado el 23/01/2026,Bella Vista,"B/. 1,300",https://www.encuentra24.com/account/admodify/reactivate/id/31905226/back/delete,True
31905206,Alquiler,Publicado el 23/01/2026,Avenida Balboa,"B/. 1,500",https://www.encuentra24.com/account/admodify/reactivate/id/31905206/back/delete,True
31905182,"Alquiler Amoblado Pta Pacífica | PH Oceanaire Vista al Mar – $2,750",Publicado el 23/01/2026,Punta Pacífica,"B/. 2,750",https://www.encuentra24.com/account/admodify/reactivate/id/31905182/back/delete,True
31905142,"Alquiler $1,550 | PH Oceanaire Punta Pacífica | 115 m² | 1 R Amoblado",Publicado el 23/01/2026,Punta Pacífica,"B/. 1,550",https://www.encuentra24.com/account/admodify/reactivate/id/31905142/back/delete,True
31905152,"Alquiler Amoblado en Pta Pacífica | PH Ocean Drive 3 Rec Vista al Mar – $2,000",Publicado el 23/01/2026,Punta Pacífica,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31905152/back/delete,True
31778368,"Alquiler $1,700 | Local Comercial 115 m² | Vía Veneto, El Cangrejo | Máxima Visibilidad",Publicado el 22/12/2025,El Cangrejo,"B/. 1,700",https://www.encuentra24.com/account/admodify/reactivate/id/31778368/back/delete,True
31510273,"¡INCREÍBLE OFERTA! GREENBAY 115m² | 3R Amoblado | Costa del Este $1,250",Publicado el 22/10/2025,Costa del Este,"B/. 1,250",https://www.encuentra24.com/account/admodify/reactivate/id/31510273/back/delete,True
31510257,"Alquiler $3,500 | Mirador del Este Costa del Este | 200m² 3R Amoblado",Publicado el 22/10/2025,Costa del Este,"B/. 3,500",https://www.encuentra24.com/account/admodify/reactivate/id/31510257/back/delete,True
31510365,"Alquiler – Apto en PH Pacific View | Punta Pacífica | $2,800",Publicado el 22/10/2025,Punta Pacífica,"B/. 2,800",https://www.encuentra24.com/account/admodify/reactivate/id/31510365/back/delete,True
31510328,"Alquiler $3,600 | Aquamare Punta Pacífica | 356m² 3R Family Room",Publicado el 22/10/2025,Punta Pacífica,"B/. 3,600",https://www.encuentra24.com/account/admodify/reactivate/id/31510328/back/delete,True
31510382,PUNTA PACÍFICA: Q Tower 308m² | Full Amoblado Vista Mar,Publicado el 22/10/2025,Punta Pacífica,"B/. 3,200",https://www.encuentra24.com/account/admodify/reactivate/id/31510382/back/delete,True
31510358,"Alquiler PH Moon Tower – Coco del Mar | 2 recámaras | $1,350",Publicado el 22/10/2025,Coco del Mar,"B/. 1,350",https://www.encuentra24.com/account/admodify/reactivate/id/31510358/back/delete,True
31510377,"Alquiler Amoblado en PH Destiny – Av Balboa | Vista al Mar | 2 rec | $1,650",Publicado el 22/10/2025,Avenida Balboa,"B/. 1,650",https://www.encuentra24.com/account/admodify/reactivate/id/31510377/back/delete,True
31899902,"Alquiler Apto Semi Amoblado en PH Sunrise | Obarrio – $1,550",Publicado el 22/01/2026,Obarrio,"B/. 1,550",https://www.encuentra24.com/account/admodify/reactivate/id/31899902/back/delete,True
31896906,"Alquiler PH Vertikal | Costa del Este | 170m² | 4 Rec | $3,000",Publicado el 22/01/2026,Costa del Este,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31896906/back/delete,True
31896915,"Alquiler $3,200 | PH Victory Sport Coco del Mar | 150 m² | 3 Rec. + Estudio | Full Equipado",Publicado el 22/01/2026,Coco del Mar,"B/. 3,200",https://www.encuentra24.com/account/admodify/reactivate/id/31896915/back/delete,True
31896939,"Alquiler San Francisco | PH The View 3 Rec + Den – $2,000",Publicado el 22/01/2026,San Francisco,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31896939/back/delete,True
31896948,"Alquiler Amoblado Costa del Este | PH MAUI Remodelado 3 Rec – $2,700",Publicado el 22/01/2026,Costa del Este,"B/. 2,700",https://www.encuentra24.com/account/admodify/reactivate/id/31896948/back/delete,True
31899891,"PH Oceanaire $1,600 | Amueblado | Piso Súper Alto | Cliente Directo Sin Intermediarios",Publicado el 22/01/2026,Punta Pacífica,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31899891/back/delete,True
31899977,Se Alquila,Publicado el 22/01/2026,Avenida Balboa,"B/. 1,200",https://www.encuentra24.com/account/admodify/reactivate/id/31899977/back/delete,True
31899949,Alquiler en Ph Náutica Coco del Mar 148 m² 2R 2B Amoblado $1900,Publicado el 22/01/2026,Coco del Mar,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31899949/back/delete,True
31900000,"Alquiler en  PH Ocean Drive 3 Rec Vista al Mar  | Punta Pacífica – $2,000",Publicado el 22/01/2026,Punta Pacífica,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31900000/back/delete,True
31900027,"Alquiler Amoblado Vitro Loft – El Cangrejo | 100m² | 1 rec | $1,150",Publicado el 22/01/2026,El Cangrejo,"B/. 1,150",https://www.encuentra24.com/account/admodify/reactivate/id/31900027/back/delete,True
31900046,"Alquiler Amoblado en Costa del Este | PH Mirador del Este 3 Rec – $3,100",Publicado el 22/01/2026,Costa del Este,"B/. 3,100",https://www.encuentra24.com/account/admodify/reactivate/id/31900046/back/delete,True
31900056,"Alquiler El Cangrejo | PH Vitro Loft Amoblado – $1,400 Neg.",Publicado el 22/01/2026,El Cangrejo,"B/. 1,400",https://www.encuentra24.com/account/admodify/reactivate/id/31900056/back/delete,True
31900478,"Alquiler $2,100 | Amoblado y Listo | The Regent CDE | 95 m² | Casa Club Lujo",Publicado el 22/01/2026,Costa del Este,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31900478/back/delete,True
31900272,"Alquiler Amoblado en Punta Pacífica | PH Dupont Tower – $2,350",Publicado el 22/01/2026,Punta Pacífica,"B/. 2,350",https://www.encuentra24.com/account/admodify/reactivate/id/31900272/back/delete,True
31896925,"¡CLUB PRIVADO EN CASA! PH Country Club CDE $3,000 | 205M² VISTA AL MAR",Publicado el 22/01/2026,Punta Pacífica,"B/. 3,000",https://www.encuentra24.com/account/admodify/reactivate/id/31896925/back/delete,True
31900285,"Alquiler Costa del Este | PH Mirador del Este Vista al Mar – $2,700",Publicado el 22/01/2026,Costa del Este,"B/. 2,700",https://www.encuentra24.com/account/admodify/reactivate/id/31900285/back/delete,True
31900251,"Alquiler Costa del Este | PH Aria Vista al Mar – $6,000",Publicado el 22/01/2026,Costa del Este,"B/. 6,000",https://www.encuentra24.com/account/admodify/reactivate/id/31900251/back/delete,True
31899936,"Alquiler Costa del Este | PH Riverside Línea Blanca  – $1,700 No Neg.",Publicado el 22/01/2026,Costa del Este,"B/. 1,700",https://www.encuentra24.com/account/admodify/reactivate/id/31899936/back/delete,True
31899918,"Alquiler $2,000 No Neg. | PH Oceanaire Pta Pacífica | 175 m² | Vista Total al Mar",Publicado el 22/01/2026,Punta Pacífica,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31899918/back/delete,True
31900259,"Alquiler Costa del Este | PH Sevilla – $2,000",Publicado el 22/01/2026,Costa del Este,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31900259/back/delete,True
31894818,"Alquiler $1,350 | PH Quadrat San Francisco | 100 m² | 1 Recámara | Full Amoblado",Publicado el 21/01/2026,San Francisco,"B/. 1,350",https://www.encuentra24.com/account/admodify/reactivate/id/31894818/back/delete,True
31895097,Alquiler,Publicado el 21/01/2026,Costa del Este,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31895097/back/delete,True
31895091,"Alquiler Apto Semi Amoblado en PH Sunrise | Obarrio – $1,550",Publicado el 21/01/2026,Obarrio,"B/. 1,550",https://www.encuentra24.com/account/admodify/reactivate/id/31895091/back/delete,True
31895082,"Alquiler Apto Amoblado en PH Nuovo by Armani/Casa | $2,100",Publicado el 21/01/2026,Bella Vista,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31895082/back/delete,True
31895071,"Alquiler Amoblado en Ave Balboa | PH Bayfront Tower Vista al Mar – $1,400",Publicado el 21/01/2026,Avenida Balboa,"B/. 1,400",https://www.encuentra24.com/account/admodify/reactivate/id/31895071/back/delete,True
31895060,"Alquiler San Francisco | PH Waterfalls 2 Rec Amoblado – $1,800",Publicado el 21/01/2026,San Francisco,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31895060/back/delete,True
31895053,"Hermoso Estudio Amoblado en Pta Pacífica | PH Toc Vista al Mar – $1,450",Publicado el 21/01/2026,Punta Pacífica,"B/. 1,450",https://www.encuentra24.com/account/admodify/reactivate/id/31895053/back/delete,True
31894845,"Alquiler Amoblado Av Balboa | PH Villa del Mar 2 Rec – $1,450",Publicado el 21/01/2026,Avenida Balboa,"B/. 1,450",https://www.encuentra24.com/account/admodify/reactivate/id/31894845/back/delete,True
31894831,"PH Oceanaire $1,600 | Amueblado | Piso Súper Alto | Cliente Directo Sin Intermediarios",Publicado el 21/01/2026,Punta Pacífica,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31894831/back/delete,True
31894714,"Alquiler PH Denovo Obarrio | Full Amueblado | Piso Alto | $1,650",Publicado el 21/01/2026,Obarrio,"B/. 1,650",https://www.encuentra24.com/account/admodify/reactivate/id/31894714/back/delete,True
31894805,"Alquiler Amoblado Av Balboa | PH Bayfront 2 Rec Vista al mar – $1,800",Publicado el 21/01/2026,Avenida Balboa,"B/. 1,800",https://www.encuentra24.com/account/admodify/reactivate/id/31894805/back/delete,True
31894789,"Alquiler $1,650 | PH Grandbay Avenida Balboa | 102 m² | 2 Rec. | Amueblado con Vista al Mar",Publicado el 21/01/2026,Avenida Balboa,"B/. 1,650",https://www.encuentra24.com/account/admodify/reactivate/id/31894789/back/delete,True
31895044,"Alquiler San Francisco | PH Harmony 2 Rec Linea Blanca – $1,700",Publicado el 21/01/2026,San Francisco,"B/. 1,700",https://www.encuentra24.com/account/admodify/reactivate/id/31895044/back/delete,True
31895156,"Alquiler $2,500 | Ocean House Santa María | 90 m² Full Amoblado | Lujo Estilo Resort",Publicado el 21/01/2026,Santa María,"B/. 2,500",https://www.encuentra24.com/account/admodify/reactivate/id/31895156/back/delete,True
31889081,"Alquiler Coco del Mar | PH Coco Place 2 Rec Amoblado – $1,900",Publicado el 20/01/2026,Coco del Mar,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31889081/back/delete,True
31889060,Alquiler en Ph Náutica Coco del Mar 148 m² 2R 2B Amoblado $1900,Publicado el 20/01/2026,Coco del Mar,"B/. 1,900",https://www.encuentra24.com/account/admodify/reactivate/id/31889060/back/delete,True
31889040,"PH Victory Sport Vista al Mar Amoblado –Lifestyle Deportivo en Coco del Mar  $2,100",Publicado el 20/01/2026,Coco del Mar,"B/. 2,100",https://www.encuentra24.com/account/admodify/reactivate/id/31889040/back/delete,True
31889028,"Alquiler Bella Vista | PH Belle View 3 Rec Amoblado – $1,600",Publicado el 20/01/2026,Bella Vista,"B/. 1,600",https://www.encuentra24.com/account/admodify/reactivate/id/31889028/back/delete,True
31889009,"Alquiler Ave Balboa | PH Element 2 Rec Amoblado Vista al Mar – $1,500",Publicado el 20/01/2026,Avenida Balboa,"B/. 1,500",https://www.encuentra24.com/account/admodify/reactivate/id/31889009/back/delete,True
31888997,"Alquiler Amoblado en Pta Pacífica | PH Ocean Drive 3 Rec Vista al Mar – $2,000",Publicado el 20/01/2026,Punta Pacífica,"B/. 2,000",https://www.encuentra24.com/account/admodify/reactivate/id/31888997/back/delete,True
31888988,"Alquiler $1,550 | PH Oceanaire Punta Pacífica | 115 m² | 1 R Amoblado",Publicado el 20/01/2026,Punta Pacífica,"B/. 1,550",https://www.encuentra24.com/account/admodify/reactivate/id/31888988/back/delete,True
