sep=;
"ID";"title";"ad_link";"category";"date";"price";"delete";"details";"images"
"32047603";"Alquiler Piso Alto Amoblado | JW Marriott, Antigua Torre Trump – $2,500";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-piso-alto-amoblado-jw-marriott-antigua-torre-trump-2-500/32047603";"Punta Pacífica";"Publicado el 26/02/2026";"B/. 2,500";"False";"False";"False"
"32046444";"Alquiler Costa del Este | PH Sevilla, Línea Blanca – $1,900";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-este-ph-sevilla-linea-blanca-1-900/32046444";"Costa del Este";"Publicado el 26/02/2026";"B/. 1,900";"False";"False";"False"
"32046373";"Alquiler Santa María | Ocean House Línea Blanca – $1,700";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-santa-maria-ocean-house-linea-blanca-1-700/32046373";"Santa María";"Publicado el 26/02/2026";"B/. 1,700";"False";"False";"False"
"32041668";"Alquiler El Cangrejo | PH Vitro Loft Amoblado – Vista a la Ciudad $1,400";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-el-cangrejo-ph-vitro-loft-amoblado-vista-a-la-ciudad-1-400/32041668";"Costa del Este";"Publicado el 25/02/2026";"B/. 1,400";"False";"False";"False"
"32038051";"Alquiler Apto Amoblado en PH Nuovo by Armani/Casa | $2,100";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-apto-amoblado-en-ph-nuovo-by-armani-casa-2-100/32038051";"Bella Vista";"Publicado el 25/02/2026";"B/. 2,100";"False";"False";"False"
"32041626";"Alquiler $2,800 | PH Pacific Village Pta Pacífica | 270 m² de Lujo | 3 Rec. + CBE";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-2-800-ph-pacific-village-pta-pacifica-270-m-de-lujo-3-rec-cbe/32041626";"Bella Vista";"Publicado el 25/02/2026";"B/. 2,800";"False";"False";"False"
"32041659";"Alquiler Amoblado Costa del Este | PH Top Towers – $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-amoblado-costa-del-este-ph-top-towers-2-000/32041659";"Costa del Este";"Publicado el 25/02/2026";"B/. 2,000";"False";"False";"False"
"32041662";"Alquiler Apto Semi Amoblado en PH Sunrise | Obarrio – $1,550";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-apto-semi-amoblado-en-ph-sunrise-obarrio-1-550/32041662";"Costa del Este";"Publicado el 25/02/2026";"B/. 1,550";"False";"False";"False"
"32038037";"Alquiler Punta Pacífica | Q Tower Piso Alto Vista Excepcional – $3,400";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-punta-pacifica-q-tower-piso-alto-vista-excepcional-3-400/32038037";"Punta Pacífica";"Publicado el 25/02/2026";"B/. 3,400";"False";"False";"False"
"32041677";"Alquiler Punta Pacífica | PH Costa Pacífica Amoblado – $2,100";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-punta-pacifica-ph-costa-pacifica-amoblado-2-100/32041677";"Punta Pacífica";"Publicado el 25/02/2026";"B/. 2,100";"False";"False";"False"
"32041697";"Alquiler Pta. Pacífica | PH Pacific Sun Vista a la Ciudad – $1,300";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-pta-pacifica-ph-pacific-sun-vista-a-la-ciudad-1-300/32041697";"Punta Pacífica";"Publicado el 25/02/2026";"B/. 1,300";"False";"False";"False"
"32041771";"Alquiler Bella Vista | PH Nuovo by Armani/Casa – 2 Rec – $1,850";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-bella-vista-ph-nuovo-by-armani-casa-2-rec-1-850/32041771";"Bella Vista";"Publicado el 25/02/2026";"B/. 1,850";"False";"False";"False"
"32041784";"Alquiler Punta Paitilla | 1 Rec Semiamoblado – $950";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-punta-paitilla-1-rec-semiamoblado-950/32041784";"Punta Paitilla";"Publicado el 25/02/2026";"B/. 950";"False";"False";"False"
"32042004";"PH Victory Sport Vista al Mar Amoblado –Lifestyle Deportivo en Coco del Mar $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/ph-victory-sport-vista-al-mar-amoblado-lifestyle-deportivo-en-coco-del-mar-2-000/32042004";"Punta Paitilla";"Publicado el 25/02/2026";"B/. 2,000";"False";"False";"False"
"32041686";"Alquiler Costa del Mar | PH Bali 3 Rec – $2,400 Linea Blanca";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-mar-ph-bali-3-rec-2-400-linea-blanca/32041686";"Punta Pacífica";"Publicado el 25/02/2026";"B/. 2,400";"False";"False";"False"
"32037886";"Alquiler Avenida Balboa | PH H2O Vista Full al Mar – $1,600 (Línea Blanca)";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-avenida-balboa-ph-h2o-vista-full-al-mar-1-600-linea-blanca/32037886";"Avenida Balboa";"Publicado el 24/02/2026";"B/. 1,600";"False";"False";"False"
"32036360";"Alquiler Clayton | PH Clayton Park II Torre 500 – 3 Rec – $2,200";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-clayton-ph-clayton-park-ii-torre-500-3-rec-2-200/32036360";"Clayton";"Publicado el 24/02/2026";"B/. 2,200";"False";"False";"False"
"32036527";"Alquiler Costa del Este | PH Breeze Amoblado 3 Rec – $2,800";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-costa-del-este-ph-breeze-amoblado-3-rec-2-800/32036527";"Costa del Este";"Publicado el 24/02/2026";"B/. 2,800";"False";"False";"False"
"32036839";"Alquiler Costa del Este | PH Parkside Piso Alto – $1,850";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-costa-del-este-ph-parkside-piso-alto-1-850/32036839";"Costa del Este";"Publicado el 24/02/2026";"B/. 1,850";"False";"False";"False"
"32036988";"Alquiler Punta Pacífica | PH Dupont 3 Rec - Terraza – $2,400";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-punta-pacifica-ph-dupont-3-rec-terraza-2-400/32036988";"Punta Pacífica";"Publicado el 24/02/2026";"B/. 2,400";"False";"False";"False"
"32036726";"Alquiler Coco del Mar | PH Náutica Frente al Mar – $1,900";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-coco-del-mar-ph-nautica-frente-al-mar-1-900/32036726";"Coco del Mar";"Publicado el 24/02/2026";"B/. 1,900";"False";"False";"False"
"32037900";"Alquiler $3,500 Neg. | PH The Towers San Francisco | 270 m² de Lujo | 3 Suites + Den";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-3-500-neg-ph-the-towers-san-francisco-270-m-de-lujo-3-suites-den/32037900";"Panamá";"Publicado el 24/02/2026";"B/. 3,500";"False";"False";"False"
"32037910";"Alquiler Costa Sur | PH Costamare 3 Rec – $1,200";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-sur-ph-costamare-3-rec-1-200/32037910";"Costa Sur";"Publicado el 24/02/2026";"B/. 1,200";"False";"False";"False"
"32037965";"Alquiler El Cangrejo | PH Vitro Loft Amoblado – $1,300";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-el-cangrejo-ph-vitro-loft-amoblado-1-300/32037965";"El Cangrejo";"Publicado el 24/02/2026";"B/. 1,300";"False";"False";"False"
"32037973";"Alquiler $1,300 | PH Quadrat San Francisco | 100 m² | 1 Recámara | Full Amoblado";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-1-300-ph-quadrat-san-francisco-100-m-1-recamara-full-amoblado/32037973";"San Francisco";"Publicado el 24/02/2026";"B/. 1,300";"False";"False";"False"
"32037980";"PH Victory Sport Vista al Mar Amoblado –Lifestyle Deportivo en Coco del Mar $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/ph-victory-sport-vista-al-mar-amoblado-lifestyle-deportivo-en-coco-del-mar-2-000/32037980";"Coco del Mar";"Publicado el 24/02/2026";"B/. 2,000";"False";"False";"False"
"32037995";"Venta Costa del Este | PH The Regent 2 Rec Vista al Mar – $365,000";"/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-costa-del-este-ph-the-regent-2-rec-vista-al-mar-365-000/32037995";"Coco del Mar";"Publicado el 24/02/2026";"B/. 365,000";"False";"False";"False"
"32031775";"PH NUOVO by ARMANI: 105m² Amoblado | 2 Rec + Den | $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/ph-nuovo-by-armani-105m-amoblado-2-rec-den-2-000/32031775";"Bella Vista";"Publicado el 23/02/2026";"B/. 2,000";"False";"False";"False"
"32031930";"Alquiler Punta Pacífica | PH Pacific Wind 3 Rec – $1,300 (Último precio)";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-punta-pacifica-ph-pacific-wind-3-rec-1-300-ultimo-precio/32031930";"Punta Pacífica";"Publicado el 23/02/2026";"B/. 1,300";"False";"False";"False"
"32031963";"Alquiler en CDE | PH Castellammare Vista al Parque – $2,300 (Negociable)";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-en-cde-ph-castellammare-vista-al-parque-2-300-negociable/32031963";"Costa del Este";"Publicado el 23/02/2026";"B/. 2,300";"False";"False";"False"
"32031996";"Alquiler Costa del Este | PH Parkside Vista al Mar – $2,300";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-este-ph-parkside-vista-al-mar-2-300/32031996";"Costa del Este";"Publicado el 23/02/2026";"B/. 2,300";"False";"False";"False"
"32032039";"Alquiler $3,100 | PH Victory Sport Coco del Mar | 150 m² | 3 Rec. + Estudio | Full Equipado";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-3-100-ph-victory-sport-coco-del-mar-150-m-3-rec-estudio-full-equipado/32032039";"Coco del Mar";"Publicado el 23/02/2026";"B/. 3,100";"False";"False";"False"
"32032179";"Alquiler Punta Pacífica | PH Pacific Bay, 224 m² – $2,400";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-punta-pacifica-ph-pacific-bay-224-m-2-400/32032179";"Punta Pacífica";"Publicado el 23/02/2026";"B/. 2,400";"False";"False";"False"
"32032218";"Alquiler Costa Sur | PH Costamare 2 Rec Linea Blanca – $900";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-sur-ph-costamare-2-rec-linea-blanca-900/32032218";"Costa Sur";"Publicado el 23/02/2026";"B/. 900";"False";"False";"False"
"31942598";"Alquiler en Pta Pacífica | PH Ocean Drive 3 Rec Vista al Mar – $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-en-pta-pacifica-ph-ocean-drive-3-rec-vista-al-mar-2-000/31942598";"Punta Pacífica";"Publicado el 18/02/2026";"B/. 2,000";"False";"False";"False"
"31942562";"Alquiler Avenida Balboa | PH H2O Vista Full al Mar – $1,600 (Línea Blanca)";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-avenida-balboa-ph-h2o-vista-full-al-mar-1-600-linea-blanca/31942562";"Avenida Balboa";"Publicado el 18/02/2026";"B/. 1,600";"False";"False";"False"
"31934607";"Alquiler Costa del Este | PH Costa View 3R + C/B/E – $1,600";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-este-ph-costa-view-3r-c-b-e-1-600/31934607";"Costa del Este";"Publicado el 18/02/2026";"B/. 1,600";"False";"False";"False"
"31949989";"Alquiler Santa María | Ocean House Línea Blanca – $1,700";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-santa-maria-ocean-house-linea-blanca-1-700/31949989";"Santa María";"Publicado el 09/02/2026";"B/. 1,700";"False";"False";"False"
"31942628";"PH NUOVO by ARMANI: 105m² Amoblado | 2 Rec + Den | $2,000 $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/ph-nuovo-by-armani-105m-amoblado-2-rec-den-2-000-2-000/31942628";"Bella Vista";"Publicado el 09/02/2026";"B/. 2,000";"False";"False";"False"
