vendor,category,name,sku,flag,price,unit,url,image,brand,scraped_time,price_2026_01_06,unit_2026_01_06,status_2026_01_06,price_2026_01_08,unit_2026_01_08,status_2026_01_08,price_2026_01_07,unit_2026_01_07,status_2026_01_07,flagged_time,price_2026_01_10,unit_2026_01_10,status_2026_01_10
Downtown Lumber,Lumber,"1x12"" Pine #1 (sold by LF)",112P,False,$3.29,/foot,https://downtownlumber.com/p/1x12-pine-1-sold-by-lf/112P,https://ik.imagekit.io/toolbx/p_1657820982753_2ecd6443-7c9b-4f01-81fc-41a3860bd0b2.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8x1-1/2"" - 100 pc",2183325,False,$12.99,/each,https://downtownlumber.com/p/brown-deck-screws-8x1-12-100-pc/2183325,https://ik.imagekit.io/toolbx/src-img/153392415596,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Flatlok Structural Wood Screws 5""- 50 pcs",5FL50,False,$84.99,/each,https://downtownlumber.com/p/flatlok-structural-wood-screws-5-50-pcs/5FL50,https://ik.imagekit.io/toolbx/p_1676783645658_a2783823-a236-423c-8e7f-3ab21af96e6d_5FL50.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x8x14' Premium SPF,2814,False,$26.98,/each,https://downtownlumber.com/p/2x8x14-premium-spf/2814,https://ik.imagekit.io/toolbx/p_1657848610334_1d5aab3b-82c0-43b4-8b0b-7ae09c242064.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Post Holder Bolt Down 4 x 4 Black,160,False,$14.99,/each,https://downtownlumber.com/p/post-holder-bolt-down-4-x-4-black/160,https://ik.imagekit.io/toolbx/p_1670562549645_ed4e8088-cbe2-46d1-bfe5-d574d4ca017b_160.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x10x14' Premium SPF,21014,False,$31.99,/each,https://downtownlumber.com/p/2x10x14-premium-spf/21014,https://ik.imagekit.io/toolbx/p_1657814489219_68e4b21f-dbd1-45d1-a8d5-68c6b4a168ac.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"2x6"" Grade #1 & 2 Dressed Four Sides Kiln Dried Pine (sold by LF)",26P,False,$2.99,/each,https://downtownlumber.com/p/2x6-grade-1-2-dressed-four-sides-kiln-dried-pine-sold-by-lf/26P,https://ik.imagekit.io/toolbx/p_1657819291049_304dd898-9f63-481c-88ad-d648b719d291.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"1/2x1/2"" Pine Quarter Round Moulding (sold by LF)",QUA006P,False,$0.69,/each,https://downtownlumber.com/p/12x12-pine-quarter-round-moulding-sold-by-lf/QUA006P,https://ik.imagekit.io/toolbx/p_1657814468966_de92674f-aa7a-463c-a9dd-68b83f9058d1.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"2x10"" Pine #1 (sold by LF)",210P,False,$4.99,/each,https://downtownlumber.com/p/2x10-pine-1-sold-by-lf/210P,https://ik.imagekit.io/toolbx/p_1657823146477_e1a4ea55-cd74-49e8-8dcc-54a9460daa8e.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Carport Saddle Bracket 4""x4"" 13 Gauge Galvanized",354,False,$6.99,/each,https://downtownlumber.com/p/carport-saddle-bracket-4x4-13-gauge-galvanized/354,https://ik.imagekit.io/toolbx/p_1657819396676_e2fa36f1-076f-4e25-acfe-4fa0b01ea212.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger Triple 2x8 G185,228-3,False,$2.99,/each,https://downtownlumber.com/p/joist-hanger-triple-2x8-g185/228-3,https://ik.imagekit.io/toolbx/p_1657819441709_fa4bf990-fca8-48f3-a1c4-7f2baee34e6f.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"2-1/2x9-1/2"" Face Mount Hanger",IUS25695,False,$4.99,/each,https://downtownlumber.com/p/2-12x9-12-face-mount-hanger/IUS25695,https://ik.imagekit.io/toolbx/p_1657819374034_b1054616-94f8-4ad2-acd6-919b94688ce2.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Post Holder Bolt Down 6 x 6 Black,162,False,$28.99,/each,https://downtownlumber.com/p/post-holder-bolt-down-6-x-6-black/162,https://ik.imagekit.io/toolbx/p_1670562610656_e2243fb3-9653-4e5e-888a-73ab7aad6e8d_162.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Hanger For LVL 7-1/4x10"" HUS72510 Quad Face Mount",HGUS72510,False,$44.99,/each,https://downtownlumber.com/p/hanger-for-lvl-7-14x10-hus72510-quad-face-mount/HGUS72510,https://ik.imagekit.io/toolbx/p_1675919407785_e8c14443-2e05-4d7e-83fb-647d32d0166c_HGUS72510.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"2-1/2x11-7/8"" Top Mount Hanger",LT251188,False,$4.99,/each,https://downtownlumber.com/p/2-12x11-78-top-mount-hanger/LT251188,https://ik.imagekit.io/toolbx/p_1657819312982_3f051a5e-e483-46e9-90b6-edf57a2b12cb.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger Double 2x8 G185,458-3,False,$2.49,/each,https://downtownlumber.com/p/joist-hanger-double-2x8-g185/458-3,https://ik.imagekit.io/toolbx/p_1657819427986_f2d43f8d-0d0e-406b-9893-dec14226ddf0.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Hanger For LVL 3-1/2x8 HGUS48 Double Face Mount,HGUS48,False,$26.99,/each,https://downtownlumber.com/p/hanger-for-lvl-3-12x8-hgus48-double-face-mount/HGUS48,https://ik.imagekit.io/toolbx/p_1675919066611_55638567-e981-4b5d-ac64-c776f88b0d70_HGUS48.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"2-1/2x11-7/8"" Face Mount Hanger",IUS2561188,False,$4.99,/each,https://downtownlumber.com/p/2-12x11-78-face-mount-hanger/IUS2561188,https://ik.imagekit.io/toolbx/p_1657821903603_61a2337b-56c3-4d50-8bb1-276e9f8740c6.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger Double 2x10 G185,462-3,False,$2.29,/each,https://downtownlumber.com/p/joist-hanger-double-2x10-g185/462-3,https://ik.imagekit.io/toolbx/p_1657821880520_81b7a643-d49d-44ed-a7cd-9c1053048a65.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"1x6"" T&G Clear Cedar (sold by LF)",16TGCC,False,$7.69,/each,https://downtownlumber.com/p/1x6-tg-clear-cedar-sold-by-lf/16TGCC,https://ik.imagekit.io/toolbx/p_1676351349575_26fd91e6-43f2-45f1-8f89-0f07e43dcf37_16TGCC.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"1x4"" T&G Clear Cedar (Sold By Linear Foot)",14TGCC,False,$4.49,/each,https://downtownlumber.com/p/1x4-tg-clear-cedar-sold-by-linear-foot/14TGCC,https://ik.imagekit.io/toolbx/p_1657814467106_e25f7652-4b93-4bf2-8bc7-f0e92c057609.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Knotty Cedar 1x6x8' T&G,16TGC,False,$27.49,/each,https://downtownlumber.com/p/knotty-cedar-1x6x8-tg/16TGC,https://ik.imagekit.io/toolbx/p_1606681148430_4a718d69-1b05-447e-a7c6-8034a88e041d.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"End Cut Wood Preservative Sealer - Sienna, 946 ml",1874950,False,$21.99,/each,https://downtownlumber.com/p/end-cut-wood-preservative-sealer-sienna-946-ml/1874950,https://ik.imagekit.io/toolbx/p_1657819331805_43688525-4fad-4f39-8c4f-d3ff43053c7d.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x12',11LVL-12,False,$119.88,/each,https://downtownlumber.com/p/lvl-beam-11-78x12/11LVL-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x10',11LVL-10,False,$99.90,/each,https://downtownlumber.com/p/lvl-beam-11-78x10/11LVL-10,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 7-1/4x16',7LVL-16,False,$95.84,/each,https://downtownlumber.com/p/lvl-beam-7-14x16/7LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x14',11LVL-14,False,$139.86,/each,https://downtownlumber.com/p/lvl-beam-11-78x14/11LVL-14,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x20',11LVL-20,False,$199.80,/each,https://downtownlumber.com/p/lvl-beam-11-78x20/11LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x16',11LVL-16,False,$159.84,/each,https://downtownlumber.com/p/lvl-beam-11-78x16/11LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x14',9LVL-14,False,$111.86,/each,https://downtownlumber.com/p/lvl-beam-9-12x14/9LVL-14,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 7-1/4x20',7LVL-20,False,$119.80,/each,https://downtownlumber.com/p/lvl-beam-7-14x20/7LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x12',9LVL-12,False,$95.88,/each,https://downtownlumber.com/p/lvl-beam-9-12x12/9LVL-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x18',11LVL-18,False,$179.82,/each,https://downtownlumber.com/p/lvl-beam-11-78x18/11LVL-18,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x20',9LVL-20,False,$159.80,/each,https://downtownlumber.com/p/lvl-beam-9-12x20/9LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 11-7/8x8',11LVL-8,False,$79.92,/each,https://downtownlumber.com/p/lvl-beam-11-78x8/11LVL-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x16',9LVL-16,False,$127.84,/each,https://downtownlumber.com/p/lvl-beam-9-12x16/9LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x18',9LVL-18,False,$143.82,/each,https://downtownlumber.com/p/lvl-beam-9-12x18/9LVL-18,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x10',9LVL-10,False,$79.90,/each,https://downtownlumber.com/p/lvl-beam-9-12x10/9LVL-10,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,LVL Beam 9-1/2x8',9LVL-8,False,$63.92,/each,https://downtownlumber.com/p/lvl-beam-9-12x8/9LVL-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Spiral Ardox Nails 3-1/4"" -250pk",2130483,False,$23.99,/each,https://downtownlumber.com/p/spiral-ardox-nails-3-14-250pk/2130483,https://ik.imagekit.io/toolbx/p_1681618544364_1c484b3d-919d-4d5a-9feb-deb07e49c7bf_2130483.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"I-Joist P3-80 (2X4) 9 1/2""X16'",RFPI80912-16,False,$84.64,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x16/RFPI80912-16,https://ik.imagekit.io/toolbx/p_1675919392941_1b10619c-d8d5-46a1-8e59-401ecaa8a417_RFPI80912-16.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 14""X12'",14LVL-12,False,$143.88,/each,https://downtownlumber.com/p/lvl-beam-14x12/14LVL-12,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x4x8' LVL Stud,312LVLS-8,False,$22.32,/each,https://downtownlumber.com/p/2x4x8-lvl-stud/312LVLS-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"I Joist P3-80 (2X4) 9 1/2""X20'",RFPI80912-20,False,$105.80,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x20/RFPI80912-20,https://ik.imagekit.io/toolbx/p_1675919384022_f3881e63-fde0-4d78-bde8-c2d3bf6b3015_RFPI80912-20.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #10 x 4"" 10lbs",2183360,False,$69.99,/each,https://downtownlumber.com/p/brown-deck-screws-10-x-4-10lbs/2183360,https://ik.imagekit.io/toolbx/p_1681618498536_9654c9a8-22e9-4922-9fe5-21ba71e307cb_2183360.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 7 1/4""X14'",7LVL-14,False,$83.86,/each,https://downtownlumber.com/p/lvl-beam-7-14x14/7LVL-14,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger True Double 4x10,T410JH,False,$3.99,/each,https://downtownlumber.com/p/joist-hanger-true-double-4x10/T410JH,https://ik.imagekit.io/toolbx/1741613073600,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,End Cut Wood Preservative Sealer- Sienna 3.78l,1874952,False,$44.99,/each,https://downtownlumber.com/p/end-cut-wood-preservative-sealer-sienna-378l/1874952,https://ik.imagekit.io/toolbx/p_1670389761082_4fa21815-2158-4234-831b-0f8c2e5dfb69_1874952.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 16""X18'",16LVL-18,False,$269.82,/each,https://downtownlumber.com/p/lvl-beam-16x18/16LVL-18,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8 x 1-1/2"" 600pc",2183378,False,$33.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-1-12-600pc/2183378,https://ik.imagekit.io/toolbx/p_1681618475635_8531af66-0674-4165-bc82-21598f0fa06d_2183378.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 7-1/4""X12'",7LVL-12,False,$71.88,/each,https://downtownlumber.com/p/lvl-beam-7-14x12/7LVL-12,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 14""X20'",14LVL-20,False,$239.80,/each,https://downtownlumber.com/p/lvl-beam-14x20/14LVL-20,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x4x16' LVL Stud,312LVLS-16,False,$44.64,/each,https://downtownlumber.com/p/2x4x16-lvl-stud/312LVLS-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x8x16' Premium WR Cedar,2816C,False,$103.00,/each,https://downtownlumber.com/p/2x8x16-premium-wr-cedar/2816C,https://ik.imagekit.io/toolbx/ecommerce/DTL/10.03.22/2x8cedar.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger Single G185 2x8-10,28JH,False,$2.19,/each,https://downtownlumber.com/p/joist-hanger-single-g185-2x8-10/28JH,https://ik.imagekit.io/toolbx/p_1683087493433_e0dc507f-0141-48df-97ad-0418863a860e_28JH.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 16""X20'",16LVL-20,False,$299.80,/each,https://downtownlumber.com/p/lvl-beam-16x20/16LVL-20,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger True Double 4x8,T48JH,False,$3.99,/each,https://downtownlumber.com/p/joist-hanger-true-double-4x8/T48JH,https://ik.imagekit.io/toolbx/1741612967238,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,5/4x6x14' Cedar Deck Boards WR,5414C,False,$38.99,/each,https://downtownlumber.com/p/54x6x14-cedar-deck-boards-wr/5414C,https://ik.imagekit.io/toolbx/ecommerce/DTL/10.03.22/54x6cedar.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Rimboard 1 1/8""x14""x12'",14RIM,False,$56.99,/each,https://downtownlumber.com/p/rimboard-1-18x14x12/14RIM,https://ik.imagekit.io/toolbx/p_1677647725117_c34b6c5c-1ad0-4b15-89eb-91977f6a7a80_14RIM.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8 x 1-1/2"" 20lbs",2183326,False,$109.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-1-12-20lbs/2183326,https://ik.imagekit.io/toolbx/p_1681618507595_cc121da4-d6e5-4f82-b708-526316205df4_2183326.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Deckorators Round Baluster Black 3/4"" x 36"" 10pk",2527292,False,$54.99,/each,https://downtownlumber.com/p/deckorators-round-baluster-black-34-x-36-10pk/2527292,https://ik.imagekit.io/toolbx/p_1685851311917_e567c24a-c2f2-46d9-9c26-0791c9907202_2527292.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 7-1/4""X10'",7LVL-10,False,$59.90,/each,https://downtownlumber.com/p/lvl-beam-7-14x10/7LVL-10,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x4x12' LVL Stud,312LVL-12,False,$33.48,/each,https://downtownlumber.com/p/2x4x12-lvl-stud/312LVL-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x6x12' LVL Stud,512LVLS-12,False,$50.28,/each,https://downtownlumber.com/p/2x6x12-lvl-stud/512LVLS-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x6x10' LVL Stud,512LVLS-10,False,$41.90,/each,https://downtownlumber.com/p/2x6x10-lvl-stud/512LVLS-10,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Joist Protector Guard 4""x75'",2745844,False,$18.49,/each,https://downtownlumber.com/p/joist-protector-guard-4x75/2745844,https://ik.imagekit.io/toolbx/p_1670303401173_523b32e7-b3cf-408a-8a87-83d4c2147468_2745844.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Spiral Ardox Galvanized Nails 2"" -600pk",2130402,False,$23.99,/each,https://downtownlumber.com/p/spiral-ardox-galvanized-nails-2-600pk/2130402,https://ik.imagekit.io/toolbx/p_1681618535295_6960964d-cdab-49d0-a25a-b318c5f5c151_2130402.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8 x 1-1/4"" 20lbs",2183322,False,$109.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-1-14-20lbs/2183322,https://ik.imagekit.io/toolbx/p_1681618503058_3a7d73ee-d3f8-4f26-a9c7-719d43868722_2183322.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8 x 2"" 400pc",2183387,False,$29.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-2-400pc/2183387,https://ik.imagekit.io/toolbx/p_1681618480593_057294eb-45a5-4f73-b93a-00c65d7be5df_2183387.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"I-Joist P3-80 (2X4) 9 1/2""X18'",RFPI80912-18,False,$95.22,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x18/RFPI80912-18,https://ik.imagekit.io/toolbx/p_1675919397679_8ff10914-198a-4594-b365-507bc8d20953_RFPI80912-18.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x8x14' Premium WR Cedar,2814C,False,$89.99,/each,https://downtownlumber.com/p/2x8x14-premium-wr-cedar/2814C,https://ik.imagekit.io/toolbx/p_1669784654995_d01db3da-3931-4223-a21d-53a9dc5a085f_2814C.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 16""X16'",16LVL-16,False,$239.84,/each,https://downtownlumber.com/p/lvl-beam-16x16/16LVL-16,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #10 x 3-1/2"" -175pc",2183383,False,$32.99,/each,https://downtownlumber.com/p/brown-deck-screws-10-x-3-12-175pc/2183383,https://ik.imagekit.io/toolbx/p_1681618494232_21e859e6-dd1d-4816-84ee-775204c4f6dd_2183383.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x6x20' LVL Stud,512LVLS-20,False,$83.80,/each,https://downtownlumber.com/p/2x6x20-lvl-stud/512LVLS-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Gate Bracket Kit Black,2373504,False,$38.99,/each,https://downtownlumber.com/p/gate-bracket-kit-black/2373504,https://ik.imagekit.io/toolbx/p_1669784995761_7c4f2f5a-7325-46de-a4e0-09dd007fd833_2373504.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 16""X8'",16LVL-8,False,$119.92,/each,https://downtownlumber.com/p/lvl-beam-16x8/16LVL-8,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"FlatLOK Flathead 6-3/4"" - Single",634FL,False,$2.69,/each,https://downtownlumber.com/p/flatlok-flathead-6-34-single/634FL,https://ik.imagekit.io/toolbx/ecommerce/DTL/634FL.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,4x4x16' Sienna Pressure Treated Lumber,4416PT,False,$36.99,/each,https://downtownlumber.com/p/4x4x16-sienna-pressure-treated-lumber/4416PT,https://ik.imagekit.io/toolbx/p_1679458940765_05a48c85-d3fe-47ec-a796-f1d45bca2861_4416PT.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger True Single 2x10,TJ210,False,$3.99,/each,https://downtownlumber.com/p/joist-hanger-true-single-2x10/TJ210,https://ik.imagekit.io/toolbx/1741612820712,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 16""X14'",16LVL-14,False,$209.86,/each,https://downtownlumber.com/p/lvl-beam-16x14/16LVL-14,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"I-Joist P3-80 (2x4) 9 1/2""x12'",RFPI80912-12,False,$63.48,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x12/RFPI80912-12,https://ik.imagekit.io/toolbx/p_1675918922585_b34c3726-8b9d-41d3-961b-f64dad677206_RFPI80912-12.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Deckorators Round Baluster Black 3/4"" x 32"" 10pk",2527302,False,$49.99,/each,https://downtownlumber.com/p/deckorators-round-baluster-black-34-x-32-10pk/2527302,https://ik.imagekit.io/toolbx/p_1685851312776_fb4ce510-0f65-4703-8598-1f8736d5acd6_2527302.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 14""X8'",14LVL-8,False,$95.92,/each,https://downtownlumber.com/p/lvl-beam-14x8/14LVL-8,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 14""X14'",14LVL-14,False,$167.86,/each,https://downtownlumber.com/p/lvl-beam-14x14/14LVL-14,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,Joist Hanger True Single 2x8,TJ28,False,$3.99,/each,https://downtownlumber.com/p/joist-hanger-true-single-2x8/TJ28,https://ik.imagekit.io/toolbx/1741612778493,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 7-1/4""X8'",7LVL-8,False,$47.92,/each,https://downtownlumber.com/p/lvl-beam-7-14x8/7LVL-8,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Rimboard 1 1/8""x16""x12'",16RIM,False,$64.99,/each,https://downtownlumber.com/p/rimboard-1-18x16x12/16RIM,https://ik.imagekit.io/toolbx/p_1677647729496_45aa450a-5df5-454e-9348-ab57484d2a94_16RIM.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,PL Premium Construction Adhesive 825ml,2030590,False,$19.49,/each,https://downtownlumber.com/p/pl-premium-construction-adhesive-825ml/2030590,https://ik.imagekit.io/toolbx/p_1670130635551_200d81b8-8932-4ca6-8a2e-b2a6e9adfdfd_2030590.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2X10X14' Sienna Pressure Treated Lumber,21014PT,False,$44.98,/each,https://downtownlumber.com/p/2x10x14-sienna-pressure-treated-lumber/21014PT,https://ik.imagekit.io/toolbx/p_1679458936202_1a61fb1b-9446-40ea-aa2f-4898fb436ef5_21014PT.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,2x6x16' LVL Stud,512LVLS-16,False,$67.04,/each,https://downtownlumber.com/p/2x6x16-lvl-stud/512LVLS-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Brown Deck Screws #8 x 3"" -300pc",2183393,False,$33.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-3-300pc/2183393,https://ik.imagekit.io/toolbx/p_1681618489643_5cb49162-f7fc-4c8b-a2a8-4fdf32966ac7_2183393.jpg,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"LVL BEAM 7 1/4""X18'",7LVL-18,False,$107.82,/each,https://downtownlumber.com/p/lvl-beam-7-14x18/7LVL-18,https://ik.imagekit.io/toolbx/src-img/158706539262,,,,,,,,,,,,,,,
Downtown Lumber,Lumber,"Spiral Ardox Galvanized Nails 3-1/2"" -150pk",2130385,False,$22.99,/each,https://downtownlumber.com/p/spiral-ardox-galvanized-nails-3-12-150pk/2130385,https://ik.imagekit.io/toolbx/p_1681618539915_bfad82de-a0a3-4d3b-9c57-cb5a07d5c32f_2130385.jpg,,,,,,,,,,,,,,,
